id;nombre;direccion;telefono;horario;SQL
126;Jabbersphere;523 Warner Road;2763932196;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (126, 'Jabbersphere', '523 Warner Road', '2763932196', '06:00 - 14:00');"
127;Photobug;81 Buena Vista Hill;5821577439;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (127, 'Photobug', '81 Buena Vista Hill', '5821577439', '06:00 - 14:00');"
128;Yambee;55 Portage Court;2543769730;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (128, 'Yambee', '55 Portage Court', '2543769730', '08:00 - 16:00');"
129;Edgepulse;55485 Derek Drive;4511799914;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (129, 'Edgepulse', '55485 Derek Drive', '4511799914', '08:00 - 16:00');"
130;Oyoloo;49 Saint Paul Way;5793211437;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (130, 'Oyoloo', '49 Saint Paul Way', '5793211437', '13:00 - 21:00');"
131;Ozu;0370 Hayes Lane;7404948868;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (131, 'Ozu', '0370 Hayes Lane', '7404948868', '07:00 - 15:00');"
132;Feedmix;5318 Sutherland Hill;2997729330;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (132, 'Feedmix', '5318 Sutherland Hill', '2997729330', '10:00 - 18:00');"
133;Gabtype;453 Brentwood Crossing;8702419305;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (133, 'Gabtype', '453 Brentwood Crossing', '8702419305', '08:00 - 16:00');"
134;Podcat;69 Bobwhite Trail;2016027143;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (134, 'Podcat', '69 Bobwhite Trail', '2016027143', '08:00 - 16:00');"
135;Ntags;5424 Clarendon Crossing;4981584904;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (135, 'Ntags', '5424 Clarendon Crossing', '4981584904', '07:00 - 15:00');"
136;Aibox;45522 Pierstorff Park;8357193710;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (136, 'Aibox', '45522 Pierstorff Park', '8357193710', '13:00 - 21:00');"
137;Blogspan;2 Ryan Trail;4383372194;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (137, 'Blogspan', '2 Ryan Trail', '4383372194', '13:00 - 21:00');"
138;Realcube;0649 Cherokee Terrace;7145911138;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (138, 'Realcube', '0649 Cherokee Terrace', '7145911138', '07:00 - 15:00');"
139;Jaxnation;094 Straubel Circle;6303791504;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (139, 'Jaxnation', '094 Straubel Circle', '6303791504', '09:00 - 17:00');"
140;Youspan;2921 Meadow Ridge Road;2746836417;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (140, 'Youspan', '2921 Meadow Ridge Road', '2746836417', '06:00 - 14:00');"
141;Youfeed;4 Arkansas Parkway;9492318770;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (141, 'Youfeed', '4 Arkansas Parkway', '9492318770', '07:00 - 15:00');"
142;Meemm;9768 Nevada Terrace;1219933416;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (142, 'Meemm', '9768 Nevada Terrace', '1219933416', '13:00 - 21:00');"
143;Youfeed;54 Messerschmidt Pass;2803252108;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (143, 'Youfeed', '54 Messerschmidt Pass', '2803252108', '12:00 - 20:00');"
144;Jatri;9020 Talisman Park;7502655141;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (144, 'Jatri', '9020 Talisman Park', '7502655141', '10:00 - 18:00');"
145;Wikizz;6528 Lake View Way;8431384535;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (145, 'Wikizz', '6528 Lake View Way', '8431384535', '11:00 - 19:00');"
146;Meejo;89 Tony Junction;4466165294;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (146, 'Meejo', '89 Tony Junction', '4466165294', '12:00 - 20:00');"
147;Realfire;34135 Forest Run Junction;6179169613;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (147, 'Realfire', '34135 Forest Run Junction', '6179169613', '13:00 - 21:00');"
148;Divanoodle;83 Mayfield Avenue;9152885868;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (148, 'Divanoodle', '83 Mayfield Avenue', '9152885868', '08:00 - 16:00');"
149;Flashset;574 Gerald Street;1037734240;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (149, 'Flashset', '574 Gerald Street', '1037734240', '10:00 - 18:00');"
150;Thoughtstorm;9 Bayside Hill;9339699733;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (150, 'Thoughtstorm', '9 Bayside Hill', '9339699733', '08:00 - 16:00');"
151;Eamia;7191 Cherokee Pass;8099421852;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (151, 'Eamia', '7191 Cherokee Pass', '8099421852', '11:00 - 19:00');"
152;Eimbee;08 Sunbrook Terrace;2815678136;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (152, 'Eimbee', '08 Sunbrook Terrace', '2815678136', '08:00 - 16:00');"
153;Gigashots;6 Weeping Birch Terrace;2181347678;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (153, 'Gigashots', '6 Weeping Birch Terrace', '2181347678', '09:00 - 17:00');"
154;Izio;28 Mitchell Center;7242351581;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (154, 'Izio', '28 Mitchell Center', '7242351581', '07:00 - 15:00');"
155;Skajo;20 Mayer Street;6611609414;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (155, 'Skajo', '20 Mayer Street', '6611609414', '08:00 - 16:00');"
156;Linkbuzz;7 Duke Street;8173270746;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (156, 'Linkbuzz', '7 Duke Street', '8173270746', '10:00 - 18:00');"
157;Feedspan;990 Dapin Plaza;8189091637;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (157, 'Feedspan', '990 Dapin Plaza', '8189091637', '10:00 - 18:00');"
158;Voolia;70 Basil Court;2115536403;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (158, 'Voolia', '70 Basil Court', '2115536403', '08:00 - 16:00');"
159;Browseblab;6108 Sugar Court;4021737928;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (159, 'Browseblab', '6108 Sugar Court', '4021737928', '07:00 - 15:00');"
160;Trupe;751 Myrtle Alley;9852276061;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (160, 'Trupe', '751 Myrtle Alley', '9852276061', '13:00 - 21:00');"
161;Yotz;90131 Park Meadow Center;5237967169;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (161, 'Yotz', '90131 Park Meadow Center', '5237967169', '10:00 - 18:00');"
162;Youfeed;848 Florence Terrace;9833411553;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (162, 'Youfeed', '848 Florence Terrace', '9833411553', '13:00 - 21:00');"
163;Janyx;498 Elgar Avenue;7803646213;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (163, 'Janyx', '498 Elgar Avenue', '7803646213', '07:00 - 15:00');"
164;Zoonder;0080 Green Ridge Drive;2141239797;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (164, 'Zoonder', '0080 Green Ridge Drive', '2141239797', '09:00 - 17:00');"
165;Oyoba;897 Carey Plaza;4204490839;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (165, 'Oyoba', '897 Carey Plaza', '4204490839', '09:00 - 17:00');"
166;Flashpoint;01520 Rusk Point;4308771739;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (166, 'Flashpoint', '01520 Rusk Point', '4308771739', '12:00 - 20:00');"
167;Chatterpoint;80823 Shasta Way;4647836085;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (167, 'Chatterpoint', '80823 Shasta Way', '4647836085', '10:00 - 18:00');"
168;Trupe;50634 Carberry Terrace;1507847979;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (168, 'Trupe', '50634 Carberry Terrace', '1507847979', '10:00 - 18:00');"
169;Demizz;81 Vernon Parkway;7548713157;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (169, 'Demizz', '81 Vernon Parkway', '7548713157', '10:00 - 18:00');"
170;Mycat;346 Springview Point;5774166414;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (170, 'Mycat', '346 Springview Point', '5774166414', '07:00 - 15:00');"
171;Fatz;0 Boyd Alley;4152389821;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (171, 'Fatz', '0 Boyd Alley', '4152389821', '09:00 - 17:00');"
172;Yozio;863 Carpenter Avenue;3444099472;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (172, 'Yozio', '863 Carpenter Avenue', '3444099472', '06:00 - 14:00');"
173;Gabvine;47050 Rowland Road;3381256539;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (173, 'Gabvine', '47050 Rowland Road', '3381256539', '12:00 - 20:00');"
174;Jayo;316 Macpherson Drive;9614060176;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (174, 'Jayo', '316 Macpherson Drive', '9614060176', '06:00 - 14:00');"
175;Viva;63465 Main Parkway;4466186224;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (175, 'Viva', '63465 Main Parkway', '4466186224', '07:00 - 15:00');"
176;Twitterwire;18 Elmside Avenue;6327224640;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (176, 'Twitterwire', '18 Elmside Avenue', '6327224640', '10:00 - 18:00');"
177;Oyondu;71997 Fulton Hill;4752846303;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (177, 'Oyondu', '71997 Fulton Hill', '4752846303', '12:00 - 20:00');"
178;Podcat;70 Southridge Junction;1389412870;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (178, 'Podcat', '70 Southridge Junction', '1389412870', '11:00 - 19:00');"
179;Wikido;818 Mayfield Road;4264709560;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (179, 'Wikido', '818 Mayfield Road', '4264709560', '06:00 - 14:00');"
180;Brainverse;87348 Arapahoe Plaza;7666155599;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (180, 'Brainverse', '87348 Arapahoe Plaza', '7666155599', '12:00 - 20:00');"
181;Tagtune;55 Clove Avenue;1854466051;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (181, 'Tagtune', '55 Clove Avenue', '1854466051', '12:00 - 20:00');"
182;Skyvu;85 Kingsford Center;9166120919;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (182, 'Skyvu', '85 Kingsford Center', '9166120919', '07:00 - 15:00');"
183;Thoughtworks;58 Gina Point;3105777173;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (183, 'Thoughtworks', '58 Gina Point', '3105777173', '10:00 - 18:00');"
184;Jabberbean;09 Jenifer Crossing;2992413907;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (184, 'Jabberbean', '09 Jenifer Crossing', '2992413907', '07:00 - 15:00');"
185;Roomm;5457 Warner Avenue;8276289306;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (185, 'Roomm', '5457 Warner Avenue', '8276289306', '08:00 - 16:00');"
186;Fiveclub;621 Bowman Lane;2092475024;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (186, 'Fiveclub', '621 Bowman Lane', '2092475024', '10:00 - 18:00');"
187;Podcat;318 Karstens Drive;1552709077;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (187, 'Podcat', '318 Karstens Drive', '1552709077', '10:00 - 18:00');"
188;Skinte;207 Waubesa Circle;6526549179;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (188, 'Skinte', '207 Waubesa Circle', '6526549179', '07:00 - 15:00');"
189;Fivechat;60 Melody Way;6499641912;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (189, 'Fivechat', '60 Melody Way', '6499641912', '06:00 - 14:00');"
190;Bubblebox;83 Drewry Center;8034990398;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (190, 'Bubblebox', '83 Drewry Center', '8034990398', '10:00 - 18:00');"
191;Kayveo;5 Fair Oaks Court;9429666940;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (191, 'Kayveo', '5 Fair Oaks Court', '9429666940', '12:00 - 20:00');"
192;Pixoboo;83150 Cardinal Avenue;7027429479;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (192, 'Pixoboo', '83150 Cardinal Avenue', '7027429479', '06:00 - 14:00');"
193;Bubbletube;87034 Huxley Way;4152020142;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (193, 'Bubbletube', '87034 Huxley Way', '4152020142', '13:00 - 21:00');"
194;Yodel;5 Glacier Hill Avenue;3433830027;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (194, 'Yodel', '5 Glacier Hill Avenue', '3433830027', '11:00 - 19:00');"
195;Devbug;629 Pennsylvania Court;7814235516;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (195, 'Devbug', '629 Pennsylvania Court', '7814235516', '10:00 - 18:00');"
196;Twiyo;652 Bultman Crossing;4327544713;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (196, 'Twiyo', '652 Bultman Crossing', '4327544713', '12:00 - 20:00');"
197;Realpoint;9566 Troy Plaza;4548485246;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (197, 'Realpoint', '9566 Troy Plaza', '4548485246', '09:00 - 17:00');"
198;Youspan;7 Clove Place;9314788182;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (198, 'Youspan', '7 Clove Place', '9314788182', '11:00 - 19:00');"
199;Cogibox;360 Southridge Alley;3345603425;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (199, 'Cogibox', '360 Southridge Alley', '3345603425', '09:00 - 17:00');"
200;Skippad;98285 Independence Parkway;1779335784;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (200, 'Skippad', '98285 Independence Parkway', '1779335784', '07:00 - 15:00');"
201;Yata;1770 Esker Street;9625208724;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (201, 'Yata', '1770 Esker Street', '9625208724', '10:00 - 18:00');"
202;Wikizz;80 Mallard Crossing;3741633630;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (202, 'Wikizz', '80 Mallard Crossing', '3741633630', '12:00 - 20:00');"
203;Gigazoom;14972 Reinke Court;3186263979;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (203, 'Gigazoom', '14972 Reinke Court', '3186263979', '09:00 - 17:00');"
204;Tanoodle;34713 Columbus Park;1185970403;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (204, 'Tanoodle', '34713 Columbus Park', '1185970403', '09:00 - 17:00');"
205;Yamia;9 Lakewood Gardens Crossing;5848701436;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (205, 'Yamia', '9 Lakewood Gardens Crossing', '5848701436', '09:00 - 17:00');"
206;Yacero;583 Graedel Court;7801119616;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (206, 'Yacero', '583 Graedel Court', '7801119616', '12:00 - 20:00');"
207;Divavu;76975 Susan Lane;2062650051;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (207, 'Divavu', '76975 Susan Lane', '2062650051', '13:00 - 21:00');"
208;Skalith;8 Green Terrace;8947962305;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (208, 'Skalith', '8 Green Terrace', '8947962305', '12:00 - 20:00');"
209;Riffpedia;06 Debra Street;4117009294;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (209, 'Riffpedia', '06 Debra Street', '4117009294', '09:00 - 17:00');"
210;DabZ;71 Del Sol Junction;4067344106;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (210, 'DabZ', '71 Del Sol Junction', '4067344106', '06:00 - 14:00');"
211;Babbleblab;6486 Almo Place;2301546178;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (211, 'Babbleblab', '6486 Almo Place', '2301546178', '13:00 - 21:00');"
212;Jetwire;04 Comanche Place;4277552778;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (212, 'Jetwire', '04 Comanche Place', '4277552778', '13:00 - 21:00');"
213;Skidoo;64 Kensington Hill;1508921544;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (213, 'Skidoo', '64 Kensington Hill', '1508921544', '11:00 - 19:00');"
214;Kare;45732 Bowman Junction;2789583320;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (214, 'Kare', '45732 Bowman Junction', '2789583320', '06:00 - 14:00');"
215;Vinte;0 Gateway Plaza;1484725884;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (215, 'Vinte', '0 Gateway Plaza', '1484725884', '11:00 - 19:00');"
